overall,reviewText,reviewTime,summary,year,sentiment
5,Best game series ever #naughtydog,2014-08-10,Five Stars,2014,Positive
5,this thing is way better than i even realized!!!!!,2014-12-25,Five Stars,2014,Positive
4,"As a fan of the RPG, button mashing, hack and slash I thought Lords of the Fallen would be right up my alley.  I've got to say, I'm happy with my purchase.

After only about 1:30 hours into the game, I can tell already is unlike so many of the hack and slash I've come to love and play:  Fable, Diablo, etc.  This game spews originality from the graphics to the lighting to the voice overs.  The graphics are big and bold, which is the first thing you will notice.  Your character, and the opponents you face are about 100X larger than a Diablo character and larger than the Fable ones and even Dragon Age Inquisition.

Decisions on what to carry, and equip play massively into how your character moves.  Energy is a HUGE component of this game as I learned while trying to defeat the first Lord for nearly an hour.

If you want a quick, out of my way, blood slashing RPG this ain't it.

But if you are willing to put your time in, you will be very pleased.

My only reason for the 4 stars is the difficulty which I've yet to find if you can change.",2014-12-24,Get ready for the long haul.,2014,Positive
5,bought this for my hubby and he loves it. not much else to say lol . works great and looks cool.:),2014-03-01,great controller,2014,Positive
5,This is a wonderful game that adds new elements to the series like underwater levels and hang gliding.  Its the best mario kart to date and I highly recommend it.,2014-01-27,Great game,2014,Positive
5,"I received a great product and I'm very happy.
I think I made a good buy, because I receive what I wanted. and time determined by the seller.

I am grateful and I hope to buy more from this seller.",2014-09-11,I received a great product and I'm very happy,2014,Positive
4,This is a great fun game with lots of action the plot is good if you played the board game you will love this great game ot have and play.,2014-06-05,Fun fun fun,2014,Positive
5,hang on for a long game that will challenge you in every way. It really makes you think. there is no way you can finish this game in two days.,2014-05-16,xbox game,2014,Neutral
2,It's not nearly as good as the batman games with the same name. Shame.,2014-08-18,I should have paid more attention to the reviews,2014,Negative
3,"Like I've stated for all the Game Show console conversions...they're slow and the graphics are U-G-L-Y. The game play is good but you really want to choke who ever decided everyone in the game should play like they're drunk geriatrics....I do suggest it for older, non-twitch console players...but I'm waiting for someone to come out with an excellent conversion...haven't found one yet...",2014-01-11,Who programs these?,2014,Negative
4,"Great game, but the cover is slightly different from what was advertised",2014-08-28,Four Stars,2014,Neutral
4,"Awesome game, highly recommend it",2014-11-08,Four Stars,2014,Positive
1,"Singularity is one of those games (there are many) that is based on a great premise, but is executed in an unimaginative, derivative and disappointing fashion. The game is completely linear; there is nothing free-roam or exploratory to it. That's unfortunate, because it sure looks like a lot of time was spent on creating the environments. Would have been nice to be able to interact with them. Instead, you just proceed from one battle to the next. They might as well have put big yellow arrows on the ground. Some firefights are incredibly lopsided and difficult, until you figure out that one insider's secret that wins that particular battle. You run into bosses--another leftover device from the dark ages of FPS games (and one I wish developers would drop). Bosses are just a crutch, a way for developers not to make an interesting and unique game experience. Singularity ultimately falls flat and I can't overemphasize how quickly it became the worst thing a video game can become--uninteresting.",2014-02-07,So Much Promise Unrealized,2014,Negative
5,great i love it brings back good memories playing this game its a classic great old school game to own,2014-02-13,awesome,2014,Positive
5,"This is a very fun and exciting game. It is a little bit like the last amazing spider man game, but still has the same fun with new cool story line.",2014-05-03,best spider game ever,2014,Positive
5,"Cable is as pictured. Works with PSP 2000 & 3000 even know it does not state 3000. I have a 3000 and plugged it in as soon as I received it and it worked as expected. Also on the side of the package it says "" works with PSP 2000/3000. I own a HDTV and noticed that the main menu of the psp appears full screen on the TV but when I start the game it reduced the size of the picture to basically a letterbox with big black borders around the edges. The only settings that can fix this are on only some T.Vs (enlarge picture settings). But hey, it's still a bigger picture. Of coarse with any small picture that you enlarge it will decrease the image quality a bit but it won't be so hard on your eyes. Unless you have a really small T.V. in which case I wouldn't even bother buying this cable.

The cable is a decent length for the price (8.2ft.). This qualifies as a psp COMPONENT cable. Meaning 3 of the 5 prongs are for video (green, blue, red) 2 are for audio (red, white). The audio cables are also labeled audio on the cable right out of the package. Video will not work properly if you A. plug them into the wrong inputs and/or B. Leave out one of the video prongs. Do note that my TV has progressive scan and this cable notes that the TV needs progressive scan in order to work so I couldn't test this statement. Most HDTVs have progressive scan. other than that I am very pleased with this cable and recommend it if you are looking for a way to play your PSP 2000/3000 core system on T.V. when at home or a friends. Does not work with PSP 1000 or Vita. PS Vita doesn't even have a video out. They released the PS Vita T.V. in japan that lets you play your vita games on T.V.and more but unfortunately not here. At least not yet...

Update 5/2/2014: If you have a standard T.V. with component in you may be able to get this cable to work by going to the connected display settings and setting the psp to ""interlace"" instead of ""progressive"". If you plug the psp into your standard T.V. with progressive setting set the screen will go crazy and it won't work no matter how many times you check the connections. I got my PSP to work on a standard TV this way. Most standard TVs do not support component though. Only A/V conections.

I found a way to get the psp to display in full screen on HDTVs but unfortunately it requires a converter that will run you anywhere from 35-70$ here's a product link:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pyle-Home-PSPHD42-PSP-to-HDMI-Converter-with-Upscaling-for-Portable-Play-Station/dp/B0038AERAI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pyle Home PSPHD42 PSP to HDMI Converter with Upscaling for Portable Play Station</a>&nbsp;If you look there may be a cheaper one that does the same job.",2014-03-27,PSP Component cable information,2014,Positive
1,"horrible warp for shipping, and the case have a terrible smell! i felt headache when i opened this case!
don't waste your money and time!
this seller doesn't even allow buyer go print the return label by click on the ""return"" on Amazon.com
So i ended up with waiting for this seller's reply on my ""return request""
VERY DISAPPOINTED AND HATE IT!",2014-03-18,don't waste your money!,2014,Negative
5,This game is good for challenges. I enjoy challenging visitors and family members. I have always enjoyed street fighter games.,2014-04-21,Game,2014,Positive
5,I had to buy more of these they keep my 360 controllers nice and wrapped up tight and I like that its not as easy for it to slide of the bed gives u a firm grip on the controls so go ahead and get a few of these they are very nice,2014-06-20,nice on the time,2014,Positive
5,great fun for the kids,2014-12-31,my daughters love this!,2014,Positive
5,"I thought these would be a pain to install...they were anything but.
I thought these would break down, get sticky or just completely stop working...nope.
Installed two more of these in our old controllers for the kids.  They make your old
controllers like new and install in a flash.",2014-01-30,"Was skeptical, but no need to be",2014,Positive
5,"I love it and world recommend this game to my friends; so, no complaints here! Also, I would order other products from them too! Thank you again for everything!",2014-06-29,Arrived Fast & Got What I Order~!,2014,Positive
4,"Now this type of game is enjoyable for me, because it consists of looking for hidden object w/o a story line to follow. My cup of tea! I recommend this game.",2014-06-27,Lots of objects to find,2014,Positive
1,This game was rented and I played it for a few days. It's premise was mediocre as was its storyline. It was definitely not one to buy. It's game play was very repetitive and monotonous. Boring!,2014-11-27,"Boring game, don't waste your time.",2014,Negative
5,"always loved this game, freedom , fun, and wish there was a xbox 360 version",2014-12-07,wish there was a 360 version,2014,Positive
5,My son waited for this for so long and it did not disappoint.  he absolute loves this game.  I have to pry him away from it to get him to do anything else,2014-05-26,My son's dreamgame,2014,Positive
4,"Like others have stated, I don't get where the negative reviews and Knack hate come from.
The game is hard, but not so hard you can't enjoy it.
My biggest complaint is that it's so linear, but no more linear than Mario, Sonic, Crash and Rayman games are, so that's not really a big deal since this is a platformer.

Knack is a lot of fun but it shines most of all in graphics and it's Pixar-like quality, especially, but not limited to cutscenes.
Getting all of Knacks forms is a huge task and you won't do it in one playthrough, thankfully all progress is saved for the next time you start over so you can finish your collections.
I really recommend you pickup Knack's Quest on Android or IOS too. It's free and makes collecting Knack's gadgets and upgrades a lot easier...plus it's fun!",2014-03-12,Solid game,2014,Positive
5,"Works great, arrived on time, and packaged well. Good job!",2014-10-09,Five Stars,2014,Positive
4,"I bought some taller ones previously, which i liked on the xbox 360, but for some reason these shorter ones seem better for me on the ps4",2014-05-14,Works well,2014,Positive
5,"I bought this as a gift for my girlfriend. We've been sharing one console since launch, and I thought it was time for her to get her own. The fact that you get Titanfall for free is excellent! If you're looking into getting an Xbox one, this is definitely the was to do it.",2014-03-16,A great way to get into xbox one,2014,Positive
3,"got a bad one , did get a refund from amazon. Bought item a couple yrs ago and its great, got a lemon this time but amazon helped me",2014-09-04,thanks amazon!,2014,Negative
5,to me the grip feels like a better hand grip and like the right size to me.  my hands are about 6 inches long if that helps you out.,2014-04-09,i love the grip,2014,Positive
5,This cable is just as great as the original one that came with our Wii.  Worked perfect from the moment we plugged it in.,2014-02-13,Worked awesome!,2014,Positive
5,Pleasant game at about the right level of difficulties to be fun and relaxing without the frustration or stress of time constraints.,2014-05-11,Easy relaxation for seniors,2014,Positive
1,"Worst COD I ever played, I played it twice and then never touched it again. Sold it after about a month or less, my friends did the same",2014-12-03,just bad,2014,Negative
5,I bought these for my xbox one because I replaced the stock sticks with aluminum ones. These were perfect and actually increased the surface space of the top of the stick to make things more comfortable. They came with two sets and I gave my extra to my brother and he stuck them on his stock sticks and loves them too.,2014-06-27,Exactly what I was looking for.,2014,Positive
5,"Amazing game, graphics, the way to play, all is great in this TR, multiplayer available",2014-12-13,Five Stars,2014,Positive
5,It came in the mail fast and I can't believe how great this transfer tool was for a cheap prices I've use this for my computer harddrive and it help me make more xbox 360 hdd's ill be buying more in the future thanks,2014-01-27,It's great,2014,Positive
5,"Wow!!..BJ is back!!..Bigger, better and wiser than ever!!..None stop action from the go!!..Beautiful and challenging!!..Finished the game and started over again immediately!!..One of the very best game series out there!!..Love it!!...",2014-07-06,better and wiser than ever,2014,Positive
5,"It Has a great story, Good Gameplay And It Makes Me want to play it again (which I am going too). so I recommend this.",2014-04-15,Its Good,2014,Positive
4,"More scratched up in both the back and the screen than described, and the charger does not connect correctly all the time. Other than that, it is a working system that plays the games and keeps a battery charge.",2014-11-12,"Not exactly as described, but good.",2014,Negative
5,"bought this as part of a Christmas present for a friend, works great for him. Happy with order, good buy.",2014-06-18,good stuff,2014,Positive
5,"Fans of the original series should be pleased. The fighting is fantastic and feels just like how it did on the Genesis days. The campaign is also very entertaining with a very satisfying story and cut scenes. There are also so many different things to do besides all of that. Mini games galore in this game: The ladder, unlockable items from the graveyard, no to mention Freddy Krueger is in it! Any Mortal Kombat fan would approve. Solid 5/5 and one of the best games on the console.",2014-05-15,Loved This Game Period,2014,Positive
5,got it for a gift for my brother and he loves it!,2014-12-29,Five Stars,2014,Positive
5,Loved this game. Great great storyline. I didn't know if I would like this game at first but I enjoyed it very much.,2014-08-22,Great Game,2014,Positive
5,This game is badass. The only shooter game I play is Halo. But Colonial Marines is great to play if you cant play Halo. Overall the game is great.,2014-10-08,If you cant play Halo get Colonial Marines,2014,Positive
5,Fun and creative.  Just like the movie.  And interactive.,2014-07-04,Great Game!,2014,Positive
5,came to the house great. i got this bc just in case the one that came with my xbox one broke id have a back up. it works great. thx,2014-04-10,works great,2014,Positive
2,"XBox has been around for a while. That being said, I would expect more out of a top of the line gaming system. There are not enough games for all of the different types of gamers. Button mashers are welcome. Plenty for you. The Kinect system does not listen to your voice. I had to disconnect my cable from my Kinect because It would not turn on or shut off my cable unless I was willing to get into a one sided shouting match. The entire system goes down if your internet cable is out. Don't know why that happens. They will not tell you why you need the internet for every game they sell you. Be Aware that you are buying a permanent leash to XBox live. You can not play games unless you maintain a permanent subscription to XBox Live. I Regret my purchase. Please offer me $600.00 and I will give you my console and whatever I can legally give you. Oh yeah, PC users will kick your ass in every game!",2014-12-17,"PC users will kick your butt in every console game, so don't be fooled.",2014,Negative
5,"Awesome Graphic design, some parts are kinda shiny it's very nice",2014-10-18,Very nice,2014,Positive
4,Ive never played the other transformers games...all I know is I just bought this on the wii u and I think its great. I have been reading all the horrible reviews about this game n thats why I held off buying. But im very happy that I bought it. The grafics are great.the game play is awesome.  If u ask me its a must have,2014-07-23,I think the game is pretty awesome,2014,Positive
5,This is one of my boys favorite games. They own the 1st version and also Pokemon Black.  They said this game offers a lot more and makes them have to think. They said you really felt like you were the character in this version (they were 9 and 10 years old).  They also liked the music. There is text that they also have to read which is important to me. If they are playing a game I want to make sure there is some educational value.  Overall this game has kept them quiet when we are at the doctors office or at a place I need them to be quiet.,2014-09-12,My boys are quiet when they play this game,2014,Positive
5,"It charges the DS4 controllers much faster than the ps4 does. Also, its a great price. Recommended .",2014-10-31,works great!,2014,Positive
5,"""Killzone Shadow Fall will launch with 10 multiplayer maps. All the multiplayer maps that will be released as DLC will be free to everyone. The multiplayer expansion packs will be charged for however they do not divide the playerbase e.g. you will still be able to play with players who have not purchased the multiplayer expansion pack, they will have additional options."" -Guerilla Games developer.

This being said: Everything BUT the map expansions

Online co-op expansion pack
Three online co-op map packs
Two additional multiplayer expansion packs

So that being said there seems to be Multiplayer and co op expansion packs that you have to purchase. That is what you pay for, and you get some bonus stuff too.",2014-01-11,Let me explain why to get this,2014,Neutral
5,"Ok I must say this is one of my favorite Zombie titles thus far! Besides the Resident Evils and ""How To Survive Storm Warning Edition""! If you like games that implement ""Crafting"", Customization, Survival Horror, and the list goes on... then this title is where it's at! DR3 is a blast to play, been playing for hours/ days since I received it and can't put it down! Definitely one of the best games on Xbox one! Performance wise it runs like a champ! I'm so amazed how well this game performs with like a Thousand Zombies on screen at once coupled with action like Explosions, Gun fire plus multiple characters on screen at once! Which surprisingly equates to ""Zero"" Lag or Studders, Wow I wish all games ran this good! Graphics in my opinion are definitely Next Gen! The cut scene animation is no different then actual gameplay! It visually Pops on my 46"" Flat! With Performance, Gameplay and Graphics to drool over I really can't wait for the next installment! But with all the included ""Free"" DLC I should be plenty occupied with this gem of a game till then!",2014-12-28,"It's Zombie Killing Time, x10!!!",2014,Positive
4,I like them! Very comfy and can use them for hours of continuous play. I reccomend this product!! AAA+++ 100%,2014-02-15,Turtle beach Px22 review,2014,Positive
5,Great pricing. Awesome product quality. Fast shipping. Will do business again.,2014-12-23,Five Stars,2014,Positive
1,"Super Megaforce the game is great , but what ruins it for me is that you can't morph the Super Megaforce Rangers into all of their Legendary Ranger Modes from all the past seasons , you only get the Legendary Megazord and Q-Red Megazord as well as the Mighty Morphin Megazord but none of the other Megazords from the Super Megaforce TV series , you don't get the Super Megaforce Silver Rangers Gold Mode and the Megazords still don't fight like the ones from M.M.P.R.the Fighting edition videogame back in the 1990s . If there will ever be a sequel to Power Rangers Super Legends 15th Anniversary such as Power Rangers Super Legends 25th Anniversary they better bring the Super Megaforce Rangers all back along with all of their different Megazord combinations from both the series and toyline and have both the Rangers and Zords fight just like in the Sega , Super Nintendo and Play Station One games because this is getting sooooo stupid that at this rate , no more Power Ranger games will be made after Dino Super Charge .",2014-11-01,Super Mega B@$=_#+t !!!!!!!!!!!!!!!!!!!!,2014,Negative
1,"preordered and now wish i did not, the last 3 nisa games have had major bugs affecting game play and taking months to fix them is not acceptable for people that pre-ordered to play it on day one. It is currently impossible to finish until the game breaking mugen field crash is fixed.",2014-05-27,Good but avoid buying till patched,2014,Negative
5,lasts for too long lol if thats even possible,2014-12-31,Five Stars,2014,Negative
5,"My very first Pokemon game was a copy of Pokemon Red that i received when I was in 6th grade back in 1999. I enjoyed that game wholeheartedly and I have pretty much owned every pokemon game since (with the exception of crystal and emerald). I am still biased in my loyalty to the earliest generations of Pokemon since that is what I grew up playing. I've had my favorites from the newer generations that I love to catch and use (Sceptile and Groudon from III, Garchomp from IV) but overall I feel that each generation of new pokemon seems like the designers are running short of good designs. However, Pokemon X and Y have blended old and new in addition to vastly improving the gameplay experience to make these games terrific.

First and foremost, I love the new 3D battle simulations. They really provide a more realistic experience to pokemon battles. Second, I love getting to see some of my favorite Pokemon from the early generations. I hated that Pokemon Black and White left all the old pokemon out until you beat the game, which is why those are my least favorite games. But X and Y really made up for it by allowing me to use my old favorites like Alakazam, Butterfree, and especially Charizard!

I haven't used some of the online trading features yet but I hear that they really enhance the gameplay experience and allow the ability to obtain all sorts of different pokemon to help complete the formidable task of completing the Pokedex.

Overall, I don't think I have ever enjoyed playing Pokemon this much before. Nintendo really hit a home run with these games. And upon hearing that they will be remaking Ruby and Sapphire with this generation, I am thrilled and hoping to experience these great new features on classic older games.

To make a long story short, DON'T WAIT!! BUY ONE OF THESE GAMES NOW!! Old and new players alike will find themselves addicted to the superior gameplay!!",2014-06-18,Unbelievable game! Easily the best Pokemon game generation so far!!,2014,Positive
5,Very addictive game.  I played it for months.,2014-07-31,Very addictive game. I played it for months.,2014,Positive
5,New levels for old school Mario.  Just like the Wii Mario so if you didn't like that you won't like this one.  But I think it's great with multiple people especially if you have someone that's not very good and they keep on doing things to make you die.  I rarely play it alone but it's still good if you do.  The Luigi version is a nice twist by making it more difficult.,2014-12-13,Just like the Wii Mario so if you didn't like that ...,2014,Positive
5,"The store accidentally sent me an original XBOX controller instead of the x360 advertised. They quickly replied to the oversight, first class express shipped the right one and insisted I keep the wrong one as an apology gift... although I don't know what to do with it. But still...",2014-02-01,Excellent customer service for an honest mistake,2014,Positive
4,"This was a great first entry in what wound up really being a great franchise. The story is somewhat basic, and the game play, in comparison with future titles, is a bit clunky and rough. The graphics don't stack up to future games. The weapons hadn't all been developed yet, the enemies hadn't either, and the fact of the matter is it was just a simpler time in the gears of war universe.

All those obvious facts aside, the game is still gears of war. It's tough as nails on higher difficulties, and has plenty of moments that are every bit as immersive as the rest of the franchise. If you play the other games, this one should be on your to do list and sooner than later. Solid game that shouldn't be missed if you're into gears at all.",2014-04-23,The unpolished edition,2014,Positive
5,This is how platforming should be done.,2014-10-28,Five Stars,2014,Positive
5,Mario Kart 8 is AWESOME! It is a must have.,2014-10-31,Five Stars,2014,Positive
3,I used these for a while but then got tired of putting them on for this game and taking them off for that one....additionally they slipped off of the analog sticks a few times while i was playing....,2014-10-28,the concept makes sense but...,2014,Negative
5,"I'd rate 1 star but the product is a 5-star. My issue is, Nintendo should've shipped the N3DS XL with its own charger. They don't even sell replacement/extra power supplies for the Wii U, or gamepad chargers, but they'll sell this separate for new console purchasers? Seeing as how much more popular the 3DS is, it's all about that money.",2015-10-20,Shame on you Nintendo,2015,Negative
4,"I never played this game before, but when I got it... I just didn't stop playing. It's fun. But anyways: fast shipping, decent packaging, was a little sticky though.",2015-10-25,Amazing game!,2015,Positive
5,"Let me preface this by saying I really loved playing Fallout New Vegas and this review will compare it to Fallout 3 a lot and make some complaints. But that's because Fallout 3 was such an amazing experience that fallout the series is now held up to ridiculously high standards.

Fantastic game. However it always felt (and still does years later) like a really big DLC download that they should never have charged $ 60 for initially. The game was basically fallout 3 with a few tweaks that could have easily been implemented via patches to Fallout 3.

Aiming down the sights was great and much needed, making the gun fighting better and more FPS like. Being able to mod your guns was also a welcomed change.

The story line never felt as epic as Fallout 3's. It's ok but no where on the level of FO3.

I felt that the game could have given you more missions as a legionnaire. And speaking of factions, the game instead of focusing on karma like in FO3 focuses more on which factions you're friends with. So you could be a huge thieving, cannibalizing dirt bag with low karma but the NCR troops will be friendly towards you and say hi because you've attacked Ceaser's Legion. A silly oversight.

As for the DLC for this game, the Dead Money DLC is god awful. There's a mist that permeates large portions of the level and it automatically kills you. There's lots of other things that kill you and some holograms that are invincible. So no matter your level or skill, you'll be dying a lot the first time you go through it. I did and it was very frustrating. The worst is at the end....it's such a tease.

The other DLCS:
Honest Hearts- Not bad, no real interesting items, armor, outfits added
Old World Blues- Rather fun DLC, new interesting weapons, new perks, funny dialogue. This was probably by favorite DLC of the bunch. There's also a lot of upgrades and perks you can earn through this.
Lonesome Road- My second favorite of the DLC. Lots of new weapons and armor in this one. The story was a bit weak and a let down to me based on the build up and mystery of who the other courier was and his whole story etc.

Base game, plus 4 DLC packs and a greatest hits discount?  If you've never played this game get it.  It's hundreds of hours of entertainment for a super low cost.
I can't wait for Fallout 4.",2015-08-05,Hundreds of hours of entertainment for a low cost,2015,Positive
5,yes. i love it. thank you.,2015-03-24,i love it. thank you,2015,Positive
5,Bought for my friend who just now got in the game.  I have been playing this since release in April 2014.  The game had many issues at release but what MMO doesn't.  The game is now exactly where it should be and always being updated every 2 months with new content.  Great things will be coming in 2016!,2015-10-31,Great things will be coming in 2016,2015,Positive
5,"It's logitech, works every time.",2015-10-05,Five Stars,2015,Positive
2,"This game has some problems. There is something wrong with the difficulty curve. I am a decent driver and was not able to get close to passing some courses  even after 20+ retries on hard mode. I've watched youtube plays on the same difficulty that were able to win with slower cars and driving errors. So I think there is something wrong with the difficulty / cars or rubber banding. You can't change cars on every stage. You can't start from the beginning of the stages to get to a gas station. Its a huge game play flaw making the game unbeatable, so I quit playing this. The positives are that I really liked the sound and the backgrounds. The course levels were designed pretty well. This game is about a 6/10. They just didn't put the finishing touches on the game.",2015-08-09,Need for Problems,2015,Negative
2,"Disappointing garbage. It seems designed to prevent you from playing with others, which is a very odd choice for a MMORPG. Especially considering that playing it solo, while entirely possible is unspeakably dull and repetitive. In the first 15 levels I have run into approximately - and this is not hyperbole - 30 ""guar"" herders who needed me to go find their missing animals -- all of whom were conveniently sitting stationary at various points within a very small nearby grid of the barren landscape.

If you want to play an MMORPG with friends, go with WoW or Guild Wars 2. Hell, even DIABLO III has more multiplayer RPG flair than this. If you want a solo RPG, choosing this over Witcher 3 or Dragon Age: Inquisition is pure lunacy. This game is several steps backwards from MORROWIND, which is over 10 years old.

And I didn't even bother to touch on the many, many, MANY server issues that have plagued the game since launch, most mind-bogglingly unpatched is the bug where more times than not you and your friends cannot see/hear/or in any way communicate with each other while logged in, even if you are IN THE SAME GUILD.

Learn from my mistakes, don't buy this game.",2015-07-16,Avoid avoid avoid! You'd be better off firing up Morrowind.,2015,Negative
5,Fan Works great. Very quiet and keeps the box cool. love it,2015-09-03,Great Product,2015,Positive
2,"I bought these after my Turtle Beach PX4 broke. The sound quality on the PX4 is a 10/10 where as the sound quality on the Ear Force Stealth is a 6/10
The Chat sounds like I am inside a tin can. The bass is better but only slightly. For games like GTA that have rich sounding explosions and multiple sound effects they don't perform well. I tried all 4 of the sound modes and they really don't make a noticeable difference.

Comfort... The ear cups are much smaller than the PX4. They barely cover your ear. If you wear glasses, It's hard to have the ear cups not push your glasses off your nose.

I waited until the Ear Force dropped below 100 to buy and I still feel these are poor quality.
I will process a return for these. They are NOT ""premium"" headphones at all. 7.1 dolby... NO WAY... Stereo only...",2015-10-17,Upgraded from PX4 to these and going BACk to PX4,2015,Negative
5,Sill one of my favorite pc games.,2015-09-23,Still one of my favorites,2015,Positive
5,"This so far is a great product.  The fan is automatic, quite and powerful. Install  is easy and it looks great.
Manufacturing  quality is top notch. Nyko you have done it again.
I would  also recommend  the Nyko power station.  With fan and power station  my Xbox  looks great.",2015-02-26,Home run Nyko,2015,Positive
4,"NBA LIVE is back! Over the last three years, NBA Live has continued to improve, going from a game that was barely playable or enjoyable to one that has finally arrived. The game is definitely not perfect, but this is the first true year that I can see myself playing regularly. It is actually decent this year! EA is definitely moving in the right direction with the addition of new modes including Pro-Am.  I look forward to improvements in the years to come. Live is back!",2015-10-04,"The game is definitely not perfect, but this is the first true year that ...",2015,Positive
5,I recomend It 100% as expected lovely,2015-10-05,Five Stars,2015,Positive
2,"This case offers excellent protection for 3DS and DS cartridges, but its ease of use is, honestly, quite unwieldy.  It's a thick, book-shaped piece of plastic with ""pages"" that the cartridges snap into.  Snapping them into the slots, however, sometimes seems like a puzzle, as they have to be inserted only one way, depending on whether the slot is on the left side or the right side of each ""page.""  Removing the cartridges is even less fun - the reverse way they were inserted, but it sometimes seems like nothing short of brute force is necessary.  I've had to use my fingernails to pry the cartridges out.  I would have much preferred pouches, as in the Nintendo 2DS carrying case, than these lock-in slots.",2015-09-17,"Good protection, but frustrating to use",2015,Negative
5,"Very fun game! Lots of funny emotes and actions, oversized weapons, and awesome robotic rides. I only wish this game had been more popular.",2015-12-27,Very fun game! Lots of funny emotes and actions,2015,Positive
5,"For me, this is a great fightstick. All Sanwa parts, easy to mod/upgrade. There aren't many options for X1 fighsticks currently, but it's good to know you'll be getting a quality product if you go with this. Highly recommended.",2015-05-05,No reason not to get it,2015,Positive
2,"RPG with a timer....... who wants to be rushed through AN RPG?!?!? Ya I realize it's not THAT big a deal once you figure it out but you're STILL on the clock.... in the type of game most normal people like to sit back and relax and take their time.  And when you do figure out how to work the timer, it's still hard if not impossible to do everything b4 game over..... in AN RPG.

SE you royally screwed up this one. I wonder how many people didn't even bother buying this at all..... just watch the story like a movie on youtube to get what happens in 3 and finish off the story.",2015-08-15,in the type of game most normal people like to sit back and relax and take their time,2015,Negative
4,"I kid you not i broke 2 controllers playing this game, and that was before the first boss. It took me 5 hours before I beat the boss but I am glad I did not give up. It is challenging and thus rewarding. Now that I have an idea of what I'm doing I'm hoping no more controllers will die.

R.I.P. my controllers.",2015-04-06,Don't break your controller,2015,Positive
5,just like when I was a kid,2015-03-03,Perfect,2015,Positive
5,"This last version of the Warhammer 40K experience on PC is the best adaptation of the miniatures game that has yet been offered. There are an incredible number of playable factions that each have their own special abilities.

This huge span of playable factions means this game can be played for hours and hours as you develop strategies specific to each faction.

Well worth the price.",2015-01-05,The best Warhammer 40K game yet.,2015,Positive
5,The sticker look cool on my controller I had so many so gave some to my friends and started sticking them random places. They are high quality and the price is right. They really look cool when the controller turns on.,2015-11-11,The sticker look cool on my controller I had so many so gave ...,2015,Positive
5,great darker take on diablo that is more what was expected from a Diablo game. recommend to any fan that wants a darker feel for the game.,2015-02-20,more traditional Diablo feel,2015,Positive
1,the game arrived on time early even. But the game didn't work.,2015-01-16,One Star,2015,Negative
4,Great price for a Christmas gift,2015-01-03,Four Stars,2015,Positive
5,these game are great i think you will like them the seller is great costumer service,2015-04-29,Five Stars,2015,Positive
3,Nothing to do but destroy everything is sight. Not what I was expecting.,2015-02-09,Three Stars,2015,Negative
5,"I was sooo very excited when I first heard about this game, and I am very pleased with my purchase! The game is, well, very dark.
But this review is about the product.
The package came in excellent condition, arrived a day after the 1-day shipping estimate, which I promptly called and got my refund...
But overall, I am loving the Collectors Edition. The steel book case is so beautiful, and the art book is a pleasing thing to look at. I keep it on my gaming shelf with my PS4 and Pokemon X&Y 3DS XL boxes. 5/5 all the way!",2015-04-06,Let there be blood.,2015,Positive
5,I love all of the Halo games,2015-02-22,Five Stars,2015,Positive
5,Works great and a lot of fun,2015-06-24,Five Stars,2015,Positive
5,This was a really kool game.,2015-08-29,Five Stars,2015,Positive
5,Amazing game. Play 999 first!,2015-09-25,Five Stars,2015,Positive
1,"Not impressed, doesn't sit flat in places, repositioning was easy, but still doesn't sit flat.  Not recommended,",2015-03-22,Don't bother.,2015,Negative
5,"Laid back game which is enjoyable for the whole family. Capable to interact with other Wii and DS users through online capabilities within the game. Everyone's experience is different and the gameplay changes through the year in real time. This keeps everyone actively engaged. It also provides educational fun with descriptors on various fish, insects, and fossils as well as learning money skills (making purchases, earning money, paying off a mortgage to obtain a larger house, etc). I am not considered a 'gamer' but I thoroughly enjoyed this open ended game play which was relaxing. You can design your home, enter competitions, have yard sales, play mini games, garden/farm, collect items, etc... It allows players to make their own game as they choose. Gamers will also enjoy the challenges set forth by larger objectives such as reaching town status to obtain a fountain, and other challenges.",2015-01-08,Gaming Fun for Everyone.,2015,Positive
5,got it my game before the date I will continue shop for more pc games,2015-07-25,Five Stars,2015,Positive
4,"Really fun game with beautiful graphics.  I used to have a Gameboy and loved the James Bond games, and this game kind of reminds me of them.  I'm a chick who doesn't usually like games with guns and violence, I'm more of a Little Big Planet kind of gal.  But this is really fun.",2015-10-04,Gorgeous graphics and a sexy main character.,2015,Positive
3,"Nothing great here.  I got this game as it was listed as a ""hidden gem"" missed by most during the generation switch.
What I got was repetitive game play and mediocre story.  I never finished AC4 on the xbox one because I felt that there was just too much like AC 3.  Nothing new and too much sea travel.

I made it my mission to complete this game but I feel that most was a waste of time.
Nothing ever sparked me as innovative or new and the story was mediocre, I could have read the story portion on a wiki and been good to go for future installments.  The assassinations in this game were boring and the sea travel was a pain for most of the time it was required.

Sea battles were cool in AC 3 and better in AC 4 but here they are just repetitive.
You either destroy everything in you path or get destroyed.
There are no close call battles.
The battles that you will lose are typically just battles that you need to upgrade before attempting and then they are just more steamroller battles.

Bottom line. I paid $12 for a glorified expansion to AC4 that has less than 4 hours of game play.",2015-09-27,Nothing great here. I got this game as it was ...,2015,Negative
